PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported,RoomService_log,ShoppingMall_log,FoodCourt_log,Spa_log,VRDeck_log,LastName
1901_02,Europa,True,A/14/P,55 Cancri e,36.0,False,True,0.0,0.0,0.0,0.0,0.0,Tractive
1918_01,Europa,True,A/23/S,TRAPPIST-1e,0.0,False,False,0.0,0.0,0.0,0.0,0.0,Assibler
1918_02,Europa,True,A/23/S,TRAPPIST-1e,52.0,False,True,0.0,0.0,0.0,0.0,0.0,Assibler
1918_03,Europa,False,A/23/S,TRAPPIST-1e,38.0,False,True,3.5553480614894135,0.0,7.622663951323595,7.200424892944957,0.0,Assibler
1973_01,Europa,True,A/24/S,55 Cancri e,39.0,False,True,0.0,0.0,0.0,0.0,0.0,Clindy
1984_01,Europa,False,,55 Cancri e,37.0,False,True,0.0,0.0,8.06054004653864,4.5217885770490405,1.9459101490553132,Wassid
2007_01,Europa,False,A/25/S,55 Cancri e,30.0,False,True,0.0,0.0,8.65434302956347,1.791759469228055,0.6931471805599453,Gocent
2084_01,Europa,False,A/16/P,TRAPPIST-1e,40.0,False,False,2.995732273553991,0.6931471805599453,2.3978952727983707,8.468002947225466,8.700847193443972,Boltund
2084_02,Europa,True,A/16/P,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Boltund
2086_01,Europa,False,A/26/S,TRAPPIST-1e,65.0,False,True,3.9512437185814275,0.0,8.401108712395436,3.044522437723423,5.986452005284438,Wasterivel
2086_02,Europa,False,A/26/S,TRAPPIST-1e,19.0,False,True,0.0,0.0,7.202661196523238,5.030437921392435,6.322565239927284,Wasterivel
2117_01,Europa,False,,TRAPPIST-1e,31.0,False,False,0.0,0.0,9.073259831427816,9.47554674766278,5.5909869805108565,Rocketedy
2215_01,Europa,False,A/27/S,55 Cancri e,41.0,True,True,0.0,0.0,10.302733360830375,7.1372784372603855,1.9459101490553132,Quidedbolt
2215_02,Europa,False,A/27/S,TRAPPIST-1e,43.0,False,True,1.0986122886681098,3.5263605246161616,7.709756864454165,1.9459101490553132,5.293304824724492,Quidedbolt
2215_03,Europa,True,A/27/S,TRAPPIST-1e,32.0,False,True,0.0,0.0,0.0,0.0,0.0,Quidedbolt
2215_04,Europa,False,A/27/S,55 Cancri e,36.0,False,False,0.0,0.0,8.073091199693154,6.54965074223381,4.290459441148391,Ingent
2238_01,Europa,True,A/28/S,55 Cancri e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Droning
2251_01,Europa,False,A/29/S,55 Cancri e,62.0,False,False,5.771441123130016,6.6293632534374485,7.07326971745971,8.516593011344206,4.454347296253507,Hoodjuded
2251_02,Europa,False,A/29/S,TRAPPIST-1e,58.0,False,False,1.0986122886681098,2.70805020110221,0.6931471805599453,1.0986122886681098,7.050989447068045,Hoodjuded
2302_01,Europa,False,A/18/P,TRAPPIST-1e,54.0,True,False,0.0,0.0,8.126222529458525,8.403800504061147,3.5553480614894135,Dedometeel
2336_01,Europa,True,A/30/S,55 Cancri e,45.0,False,True,0.0,0.0,0.0,0.0,0.0,Fulatorly
2336_02,Europa,False,A/30/S,TRAPPIST-1e,44.0,True,False,7.251344983372214,2.8903717578961645,6.814542897259958,7.2813856635702825,8.23827262463303,Fulatorly
2506_01,Europa,False,A/19/P,55 Cancri e,38.0,False,False,0.0,3.8501476017100584,7.826842098158293,9.305832353435404,1.791759469228055,Apenelexy
2506_02,Europa,True,A/19/P,55 Cancri e,39.0,False,True,0.0,0.0,0.0,0.0,0.0,Apenelexy
2506_03,Europa,False,A/19/P,55 Cancri e,23.0,False,False,3.6109179126442243,0.0,7.811163385025279,5.945420608606575,6.6895992691789665,Apenelexy
2547_01,Europa,False,A/20/P,55 Cancri e,37.0,False,False,0.0,0.0,4.61512051684126,7.246368080102461,7.288244401020124,Sometery
2547_02,Europa,False,A/20/P,55 Cancri e,41.0,False,True,0.0,1.0986122886681098,9.45798139489078,7.950149887652018,7.323170717943469,Sometery
2559_01,Europa,False,,TRAPPIST-1e,51.0,False,False,0.0,0.0,7.575584651557793,7.843848638152472,3.6888794541139363,Clarty
2628_01,Europa,True,A/21/P,55 Cancri e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Amoutake
2628_02,Europa,False,A/21/P,55 Cancri e,51.0,False,False,0.0,0.0,1.9459101490553132,7.643003635560718,4.219507705176107,Amoutake
2683_01,Europa,False,A/32/S,TRAPPIST-1e,36.0,False,True,1.0986122886681098,0.0,7.168579897264035,1.6094379124341003,0.0,Parbage
2693_01,Europa,False,A/22/P,TRAPPIST-1e,57.0,False,False,0.0,0.0,7.323170717943469,4.290459441148391,7.2399325913204695,Pentical
2693_02,Europa,False,A/22/P,55 Cancri e,36.0,True,False,2.4849066497880004,0.0,4.382026634673881,5.351858133476067,7.547501682814967,Geousty
2693_03,Europa,False,A/22/P,TRAPPIST-1e,55.0,False,False,0.0,0.0,6.741700694652055,5.575949103146316,7.613324979540639,Geousty
2693_04,Europa,True,A/22/P,55 Cancri e,27.0,False,False,0.0,0.0,0.0,0.0,0.0,Geousty
2798_01,Europa,False,A/23/P,TRAPPIST-1e,37.0,False,False,1.9459101490553132,0.0,6.082218910376446,4.007333185232471,8.016647877057803,Timleplet
2798_02,Europa,True,A/23/P,55 Cancri e,38.0,False,True,0.0,0.0,0.0,0.0,0.0,Timleplet
2835_01,Europa,False,A/24/P,55 Cancri e,26.0,True,False,0.0,0.0,5.231108616854587,6.3080984415095305,8.528924114291936,Unaring
2964_01,Europa,False,A/35/S,TRAPPIST-1e,26.0,False,False,7.62608275807238,0.0,9.050875597325156,5.602118820879701,6.456769655572163,Holiabler
2970_01,Earth,False,,TRAPPIST-1e,27.0,False,False,6.608000625296087,1.9459101490553132,4.418840607796598,0.0,0.6931471805599453,Adkinson
2988_01,Europa,False,A/36/S,55 Cancri e,33.0,False,False,5.983936280687191,2.0794415416798357,7.155396301896734,5.733341276897746,8.505525386548555,Cousel
3039_01,Europa,False,A/37/S,TRAPPIST-1e,32.0,False,False,0.0,0.0,0.0,0.0,0.0,Conamminal
3088_01,Europa,False,A/25/P,TRAPPIST-1e,28.0,False,False,0.0,0.0,0.0,0.0,0.0,Dishearly
3138_01,Earth,False,,TRAPPIST-1e,30.0,False,False,0.0,7.380879035564116,1.6094379124341003,6.520621127558696,7.427738840532894,Stephendsey
3204_01,Europa,False,A/27/P,TRAPPIST-1e,26.0,False,False,0.0,2.0794415416798357,7.4109518755836366,5.429345628954441,7.284820912568604,Wirdley
3204_02,Europa,False,A/27/P,TRAPPIST-1e,47.0,False,False,8.259975659768276,0.0,8.24564690087386,2.5649493574615367,5.2832037287379885,Wirdley
3204_03,Europa,False,A/27/P,TRAPPIST-1e,46.0,False,False,0.0,0.0,4.882801922586371,9.090880931938855,6.152732694704104,Wirdley
3276_01,Europa,False,A/29/P,TRAPPIST-1e,33.0,False,False,3.044522437723423,0.0,6.483107351457199,4.804021044733257,6.182084906716632,Wirdley
3360_01,Europa,False,A/30/P,TRAPPIST-1e,52.0,True,True,0.0,0.0,7.265429723253953,7.22402480828583,6.192362489474872,Brailidy
3364_01,Europa,False,A/31/P,55 Cancri e,40.0,False,False,0.0,2.0794415416798357,5.921578419643816,1.791759469228055,7.291656209174461,Oilloody
3487_01,Europa,False,A/39/S,55 Cancri e,46.0,False,False,0.0,0.0,0.0,7.333023014386481,8.029432840581244,Neceriont
3501_01,Mars,False,,TRAPPIST-1e,32.0,False,False,7.149131598557407,7.00669522683704,0.0,2.302585092994046,0.0,Paste
3536_01,Europa,True,A/40/S,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Ineedeve
3667_01,Europa,True,A/42/S,55 Cancri e,26.0,False,True,0.0,0.0,0.0,0.0,0.0,Bewarsecal
3732_01,Europa,True,A/43/S,55 Cancri e,5.0,False,True,0.0,0.0,0.0,0.0,0.0,Scoudelle
3732_02,Europa,False,A/43/S,TRAPPIST-1e,29.0,False,False,0.0,0.0,9.041329829241901,8.003028666384733,9.075207697984686,Scoudelle
3732_03,Europa,True,A/43/S,TRAPPIST-1e,31.0,False,True,0.0,0.0,0.0,0.0,0.0,Scoudelle
3732_04,Europa,False,A/43/S,55 Cancri e,27.0,False,False,8.114025442356757,0.0,6.3784261836515865,5.159055299214529,4.276666119016055,Scoudelle
3751_01,Earth,False,,TRAPPIST-1e,24.0,False,True,0.0,6.38856140554563,5.616771097666572,3.58351893845611,6.490723534502507,Ericksonga
3781_01,Europa,False,A/44/S,TRAPPIST-1e,38.0,False,False,6.71174039505618,0.0,6.8679744089702925,3.332204510175204,5.7745515455444085,Spirfuent
3818_01,Earth,False,,TRAPPIST-1e,32.0,False,False,0.0,4.394449154672439,6.398594934535208,0.0,2.9444389791664403,Hoodgers
3976_01,Europa,False,,TRAPPIST-1e,29.0,False,True,0.0,0.0,8.876963340262272,4.07753744390572,0.6931471805599453,Patoetic
4042_01,Europa,False,A/46/S,TRAPPIST-1e,1.0,False,True,0.0,0.0,0.0,0.0,0.0,Stewder
4042_02,Europa,True,A/46/S,55 Cancri e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Stewder
4042_03,Europa,True,A/46/S,55 Cancri e,26.0,False,True,0.0,0.0,0.0,0.0,0.0,Stewder
4049_01,Europa,True,A/47/S,55 Cancri e,25.0,False,False,0.0,0.0,0.0,0.0,0.0,Pokematic
4050_01,Europa,False,A/35/P,55 Cancri e,36.0,False,False,0.0,0.0,7.172424577124845,7.63433723562832,9.22759072538271,Dissper
4089_01,Europa,False,A/48/S,TRAPPIST-1e,36.0,False,True,0.0,0.0,7.686162303492906,7.001245622069476,4.976733742420574,Tachor
4179_01,Europa,False,A/50/S,TRAPPIST-1e,30.0,True,True,0.0,5.214935757608986,7.067319848653476,4.5217885770490405,0.0,Pleele
4179_02,Europa,True,A/50/S,TRAPPIST-1e,23.0,False,True,0.0,0.0,0.0,0.0,0.0,Pleele
4182_01,Europa,False,A/51/S,55 Cancri e,33.0,False,False,0.0,0.0,7.611347717403621,7.505492274737424,5.209486152841421,Tabloory
4182_02,Europa,False,A/51/S,TRAPPIST-1e,43.0,False,False,0.0,0.0,4.8283137373023015,8.288031567776464,5.231108616854587,Tabloory
4182_03,Europa,False,A/51/S,55 Cancri e,43.0,True,False,0.0,0.0,8.062432791583195,3.295836866004329,8.384118837190895,Tabloory
4258_01,Europa,False,A/37/P,TRAPPIST-1e,39.0,False,False,0.0,0.0,5.58724865840025,7.134890851565884,5.288267030694535,Perneernal
4258_02,Europa,False,A/37/P,TRAPPIST-1e,63.0,False,False,0.0,0.6931471805599453,6.19644412779452,7.9665866976384025,2.9444389791664403,Perneernal
4258_03,Europa,False,A/37/P,TRAPPIST-1e,39.0,False,False,2.302585092994046,0.0,7.330405211844402,0.0,4.990432586778736,Perneernal
4271_01,Europa,True,A/38/P,TRAPPIST-1e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Dissper
4292_01,Europa,False,A/52/S,55 Cancri e,28.0,False,True,0.0,0.0,3.4657359027997265,7.157735484249907,6.77078942390898,Disight
4334_01,Europa,True,A/53/S,TRAPPIST-1e,47.0,False,True,0.0,0.0,0.0,0.0,0.0,Trupistic
4465_01,Europa,True,A/54/S,TRAPPIST-1e,2.0,False,False,0.0,0.0,0.0,0.0,0.0,Diabysid
4465_02,Europa,False,A/54/S,TRAPPIST-1e,43.0,False,False,3.4657359027997265,0.0,4.343805421853684,7.21081845347222,7.446585099157725,Diabysid
4465_03,Europa,False,A/54/S,TRAPPIST-1e,28.0,False,False,0.0,0.0,7.5411524551363085,0.6931471805599453,8.4252971767117,Diabysid
4466_01,Europa,False,A/40/P,55 Cancri e,31.0,True,False,0.0,0.0,7.808729306744399,3.9512437185814275,7.669495251007694,Crakete
4475_01,Europa,False,A/55/S,TRAPPIST-1e,50.0,True,False,2.6390573296152584,0.0,5.480638923341991,5.087596335232384,7.764720544771477,Fairdised
4475_02,Europa,True,A/55/S,55 Cancri e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Fairdised
4587_01,Europa,False,A/42/P,TRAPPIST-1e,27.0,False,False,0.0,0.0,8.299285906897275,7.400009517162692,8.496990484098719,Assibler
4750_01,Europa,False,A/57/S,TRAPPIST-1e,28.0,False,False,0.0,4.77912349311153,5.981414211254481,2.70805020110221,7.4073177104694174,Asolipery
4750_02,Europa,False,A/57/S,TRAPPIST-1e,31.0,False,False,0.0,0.0,7.232010331664759,7.493317248862145,6.3784261836515865,Asolipery
4778_01,Europa,False,A/58/S,TRAPPIST-1e,31.0,False,False,6.3784261836515865,0.0,7.140453043101158,5.43372200355424,1.9459101490553132,Skenginne
4783_01,Europa,False,A/43/P,TRAPPIST-1e,37.0,False,True,5.4116460518550396,0.0,9.158625936289503,7.1846291527173145,7.532088143541722,Wheededly
4944_01,Europa,False,A/60/S,55 Cancri e,27.0,False,True,5.598421958998375,1.0986122886681098,7.683403681053826,1.0986122886681098,0.0,Ainserfle
4944_02,Europa,False,A/60/S,55 Cancri e,58.0,False,False,0.0,0.0,8.145839612936841,6.6039438246004725,7.693481640835175,Ainserfle
4944_03,Europa,False,A/60/S,TRAPPIST-1e,56.0,False,False,5.0369526024136295,0.0,7.467942332285852,5.814130531825066,7.3395376954076745,Ainserfle
4974_01,Europa,False,A/44/P,TRAPPIST-1e,56.0,False,False,0.0,0.0,2.3978952727983707,9.139917907679637,7.111512116496157,Vendeck
4974_02,Europa,True,A/44/P,55 Cancri e,45.0,False,True,0.0,0.0,0.0,0.0,0.0,Vendeck
5028_01,Europa,False,A/61/S,55 Cancri e,47.0,False,False,7.552237287560802,0.0,2.9444389791664403,4.499809670330265,8.392083380373393,Plattering
5064_01,Europa,False,A/62/S,55 Cancri e,22.0,False,False,7.581719640125308,0.0,4.418840607796598,8.014996894348302,7.786136437783072,Gocent
5138_01,Europa,False,A/47/P,55 Cancri e,40.0,False,True,0.0,0.0,8.246958032568177,5.777652323222656,0.0,Shming
5266_01,Europa,False,A/64/S,55 Cancri e,20.0,False,False,0.0,0.0,5.673323267171493,7.532088143541722,5.384495062789089,Poselfle
5384_01,Europa,False,A/65/S,TRAPPIST-1e,34.0,True,True,0.0,0.0,8.558527054909215,7.195187320178709,1.0986122886681098,Dinger
5384_02,Europa,False,A/65/S,TRAPPIST-1e,26.0,False,True,0.0,0.0,8.49596955496461,4.143134726391533,4.454347296253507,Dinger
5469_01,Europa,True,A/50/P,55 Cancri e,31.0,False,True,0.0,0.0,0.0,0.0,0.0,Subateful
5480_01,Europa,False,,TRAPPIST-1e,37.0,False,False,3.4657359027997265,0.0,9.138629524422182,6.807934943699926,9.324918276683619,Ellcefulve
5508_01,Earth,False,,TRAPPIST-1e,50.0,False,False,0.0,0.0,5.883322388488279,6.431331081933479,1.6094379124341003,Potters
5512_01,Europa,False,A/67/S,55 Cancri e,31.0,False,False,0.0,0.0,5.420534999272286,5.71042701737487,8.316544717929398,Chsere
5561_01,Europa,True,A/51/P,TRAPPIST-1e,29.0,False,True,0.0,0.0,0.0,0.0,0.0,Fueling
5561_02,Europa,False,A/51/P,TRAPPIST-1e,28.0,False,False,0.0,0.0,5.170483995038151,5.3706380281276624,8.917578753781104,Fueling
5561_03,Europa,False,A/51/P,TRAPPIST-1e,42.0,False,False,0.0,7.982757702011113,6.792344427470809,5.8664680569332965,8.496786381638575,Fueling
5561_04,Europa,False,A/51/P,TRAPPIST-1e,43.0,False,False,2.0794415416798357,7.813591552952433,6.20455776256869,6.095824562432225,4.276666119016055,Fueling
5663_01,Europa,False,A/71/S,TRAPPIST-1e,33.0,False,True,0.0,1.791759469228055,7.322510433997394,4.1588830833596715,4.976733742420574,Ressing
5740_01,Europa,False,A/52/P,TRAPPIST-1e,42.0,False,False,0.0,0.0,2.833213344056216,4.976733742420574,8.92172453036431,Cattle
5740_02,Europa,False,A/52/P,55 Cancri e,32.0,False,False,4.2626798770413155,6.586171654854675,6.639875833826536,6.306275286948016,7.168579897264035,Alaxed
5748_01,Europa,False,A/53/P,TRAPPIST-1e,35.0,True,False,5.5134287461649825,6.131226489483141,6.07993319509559,0.6931471805599453,7.59337419312129,Gealloyalt
5811_01,Europa,False,A/54/P,55 Cancri e,36.0,False,False,0.6931471805599453,4.564348191467836,8.308691916838898,0.0,7.6544432264701125,Fulatorly
5811_02,Europa,False,A/54/P,55 Cancri e,46.0,False,True,3.58351893845611,0.0,8.282483003730562,7.653969180478774,0.0,Fulatorly
5919_01,Europa,False,A/55/P,55 Cancri e,26.0,False,True,0.0,2.772588722239781,7.794823152179389,1.791759469228055,0.0,Heracker
5931_01,Europa,False,A/56/P,55 Cancri e,39.0,False,False,0.0,0.0,0.0,7.5256399750415355,5.147494476813453,Clugeammy
6028_01,Europa,False,A/57/P,55 Cancri e,27.0,False,False,0.0,0.0,7.496652438168283,5.720311776607412,7.2399325913204695,Preeldy
6028_02,Europa,False,A/57/P,TRAPPIST-1e,32.0,True,False,0.0,0.0,6.675823221634848,0.6931471805599453,7.197435354096591,Preeldy
6028_03,Europa,False,A/57/P,55 Cancri e,11.0,False,True,0.0,0.0,0.0,0.0,0.0,Preeldy
6028_04,Europa,False,A/57/P,TRAPPIST-1e,26.0,True,True,0.0,0.0,8.19946419761216,6.950814768442584,0.0,Preeldy
6028_05,Europa,False,A/57/P,TRAPPIST-1e,28.0,False,True,0.0,0.0,8.84246002419529,3.4011973816621555,3.828641396489095,Preeldy
6086_01,Europa,False,A/72/S,55 Cancri e,32.0,False,True,0.0,0.0,8.337348564497175,5.214935757608986,1.9459101490553132,Tairbatic
6111_01,Europa,True,A/58/P,TRAPPIST-1e,32.0,False,True,0.0,0.0,0.0,0.0,0.0,Folumorly
6111_02,Europa,False,A/58/P,TRAPPIST-1e,32.0,False,False,0.0,0.0,0.0,8.431417414394833,0.0,Folumorly
6111_03,Europa,True,A/58/P,55 Cancri e,21.0,False,True,0.0,0.0,0.0,0.0,0.0,Folumorly
6111_04,Europa,True,A/58/P,55 Cancri e,34.0,False,True,0.0,0.0,0.0,0.0,0.0,Folumorly
6111_05,Europa,False,A/58/P,TRAPPIST-1e,33.0,False,True,0.0,0.0,7.65491704784832,6.651571873589727,2.3978952727983707,Folumorly
6191_01,Europa,True,A/59/P,TRAPPIST-1e,51.0,False,True,0.0,0.0,0.0,0.0,0.0,Ametic
6191_02,Europa,True,A/59/P,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Ametic
6191_03,Europa,True,A/59/P,TRAPPIST-1e,45.0,False,True,0.0,0.0,0.0,0.0,0.0,Ametic
6191_04,Europa,True,A/59/P,TRAPPIST-1e,18.0,False,True,0.0,0.0,0.0,0.0,0.0,Ametic
6201_01,Europa,False,A/60/P,55 Cancri e,34.0,True,False,0.0,0.0,7.069023426578259,4.875197323201151,7.040536390215956,Sempribly
6271_01,Europa,False,A/62/P,TRAPPIST-1e,37.0,False,True,0.0,0.0,0.0,0.0,0.0,Wrempeedly
6279_01,Europa,False,A/74/S,TRAPPIST-1e,27.0,False,False,4.912654885736052,2.302585092994046,8.04044688130311,6.052089168924417,6.4457198193855785,Alcemblery
6360_01,Europa,False,A/75/S,TRAPPIST-1e,0.0,False,True,0.0,0.0,0.0,0.0,0.0,Clumsty
6360_02,Europa,True,A/75/S,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Clumsty
6360_03,Europa,True,A/75/S,TRAPPIST-1e,40.0,False,True,0.0,0.0,0.0,0.0,0.0,Clumsty
6365_01,Europa,False,A/64/P,55 Cancri e,33.0,False,False,0.0,0.0,3.6635616461296463,0.6931471805599453,8.060855752934316,Glogry
6400_01,Europa,False,A/76/S,55 Cancri e,40.0,False,True,0.0,0.0,7.425357887027151,4.700480365792417,5.771441123130016,Slable
6400_02,Europa,False,A/76/S,55 Cancri e,34.0,True,False,0.0,0.0,6.428105272684596,0.0,9.29550838434606,Slable
6413_01,Europa,False,A/77/S,TRAPPIST-1e,65.0,True,False,0.0,0.0,7.259116128097101,4.454347296253507,6.71901315438526,Undrude
6488_01,Europa,False,A/79/S,TRAPPIST-1e,50.0,False,False,0.0,5.820082930352362,7.416979621381154,7.526178913346146,1.6094379124341003,Ingwhed
